date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-11-10 00:00:00+00:00,1737.72,1759.38,1716.12,1729.77,2151058,86.7868207294,87.8685844986,85.7080535358,86.3897744706,43021160,0.0,1.0
2020-11-11 00:00:00+00:00,1747.23,1762.9,1743.06,1748.4,1591906,87.2617779522,88.0443835968,87.0535159523,87.3202111752,31838120,0.0,1.0
2020-11-12 00:00:00+00:00,1742.82,1764.98,1737.97,1742.0,1324363,87.0415296501,88.1482648821,86.7993064608,87.0005764511,26487260,0.0,1.0
2020-11-13 00:00:00+00:00,1772.26,1777.13,1735.98,1748.0,1487877,88.5118493807,88.7550714286,86.6999200388,87.3002340049,29757540,0.0,1.0
2020-11-16 00:00:00+00:00,1774.03,1794.34,1761.33,1764.14,1273393,88.6002483591,89.6145891787,87.9659732036,88.1063128246,25467860,0.0,1.0
2020-11-17 00:00:00+00:00,1761.66,1777.14,1759.49,1767.86,1066034,87.982454369,88.7555708578,87.8740782204,88.292100508,21320680,0.0,1.0
2020-11-18 00:00:00+00:00,1740.64,1765.0,1738.5658,1756.64,1005377,86.9326540723,88.1492637407,86.8290624559,87.7317408824,20107540,0.0,1.0
2020-11-19 00:00:00+00:00,1758.57,1763.49,1730.02,1733.23,1005340,87.8281307288,88.0738499229,86.402260202,86.5625769933,20106800,0.0,1.0
2020-11-20 00:00:00+00:00,1736.38,1768.3625,1735.0,1762.0,1385322,86.7198972091,88.3171968281,86.6509759717,87.9994349638,27706440,0.0,1.0
2020-11-23 00:00:00+00:00,1727.56,1745.99,1710.18,1740.22,1127618,86.279400605,87.1998487244,85.4113925575,86.9116780435,22552360,0.0,1.0
2020-11-24 00:00:00+00:00,1763.9,1766.475,1720.73,1727.5,1360436,88.0943265225,88.222929556,85.9382904229,86.2764040295,27208720,0.0,1.0
2020-11-25 00:00:00+00:00,1764.13,1770.38,1748.36,1767.81,979957,88.1058133954,88.4179566806,87.3182134581,88.2896033617,19599140,0.0,1.0
2020-11-27 00:00:00+00:00,1787.02,1797.01,1764.54,1764.54,739507,89.2490069631,89.7479367901,88.1262899949,88.1262899949,14790140,0.0,1.0
2020-11-30 00:00:00+00:00,1754.4,1780.335,1747.84,1775.65,1620887,87.619868729,88.9151385052,87.2922431368,88.6811558986,32417740,0.0,1.0
2020-12-01 00:00:00+00:00,1795.36,1821.7199,1763.03,1766.655,1861965,89.6655309628,90.9820214882,88.0508761772,88.2319192826,37239300,0.0,1.0
2020-12-02 00:00:00+00:00,1824.97,1832.74,1785.1695,1795.36,1471235,91.1443409908,91.532397523,89.1565875792,89.6655309628,29424700,0.0,1.0
2020-12-03 00:00:00+00:00,1821.84,1843.83,1817.0,1820.54,1236366,90.9880196336,92.0862645682,90.7462958735,90.9230938303,24727320,0.0,1.0
2020-12-04 00:00:00+00:00,1823.76,1829.4994,1813.59,1820.22,1027242,91.0839100508,91.3705524782,90.5759904971,90.9071120941,20544840,0.0,1.0
2020-12-07 00:00:00+00:00,1817.03,1829.29,1803.04,1815.55,1114391,90.7477941613,91.3600944295,90.0490926317,90.6738786314,22287820,0.0,1.0
2020-12-08 00:00:00+00:00,1811.33,1815.97,1791.28,1808.52,996768,90.4631194852,90.6948546601,89.4617638263,90.3227798642,19935360,0.0,1.0
2020-12-09 00:00:00+00:00,1777.86,1828.37,1762.0001,1810.36,1586426,88.7915297643,91.314146938,87.9994399581,90.4146748473,31728520,0.0,1.0
2020-12-10 00:00:00+00:00,1767.65,1774.99,1733.527,1762.6,1434416,88.2816124936,88.6481935677,86.5774100422,88.0294007191,28688320,0.0,1.0
2020-12-11 00:00:00+00:00,1774.8,1777.31,1752.74,1760.0,931431,88.6387044118,88.7640611552,87.5369634724,87.8995491125,18628620,0.0,1.0
2020-12-14 00:00:00+00:00,1752.26,1789.8,1749.13,1770.72,1652471,87.5129908681,89.3878482963,87.3566695109,88.4349372753,33049420,0.0,1.0
2020-12-15 00:00:00+00:00,1761.08,1764.0,1741.67,1759.86,1068292,87.9534874722,88.099320815,86.9840952857,87.8925571029,21365840,0.0,1.0
2020-12-16 00:00:00+00:00,1757.19,1769.11,1749.06,1769.11,1233836,87.7592094915,88.354529165,87.3531735061,88.354529165,24676720,0.0,1.0
2020-12-17 00:00:00+00:00,1740.51,1766.71,1731.15,1763.93,1744005,86.9261614919,88.2346661435,86.458695708,88.0958248102,34880100,0.0,1.0
2020-12-18 00:00:00+00:00,1726.22,1748.36,1715.0,1746.1702,4262837,86.2124770846,87.3182134581,85.652117459,87.2088484396,85256740,0.0,1.0
2020-12-21 00:00:00+00:00,1734.56,1737.0,1694.0,1709.13,1698707,86.6290010844,86.750861823,84.6033160208,85.3589524856,33974140,0.0,1.0
2020-12-22 00:00:00+00:00,1720.22,1732.6123,1705.78,1729.33,1018829,85.9128195308,86.5317272482,85.1916436847,86.3677995834,20376580,0.0,1.0
2020-12-23 00:00:00+00:00,1728.23,1744.11,1721.2,1723.93,1148684,86.3128623652,87.1059560242,85.961763598,86.0981077849,22973680,0.0,1.0
2020-12-24 00:00:00+00:00,1734.16,1742.41,1724.35,1729.0,465638,86.6090239142,87.0210530506,86.1190838137,86.3513184179,9312760,0.0,1.0
2020-12-28 00:00:00+00:00,1773.96,1787.0,1741.82,1744.91,1379642,88.5967523543,89.2480081046,86.9915867245,87.1459103647,27592840,0.0,1.0
